subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW233,233,2015_Dec_04_1454,LL-Jerry,0,practice,0,tiger:nonvisual:no:3,nonvisual,Does it grow underground?,tiger,tiger_3.wav,nomask,prompt,,,no,timeout,1250.0,0
PVW233,233,2015_Dec_04_1454,LL-Jerry,0,practice,1,dog:visual:yes:6,visual,Does it have a top?,dog,dog_4.wav,mask,prompt,,,yes,no,347.526374971,0
PVW233,233,2015_Dec_04_1454,LL-Jerry,0,practice,2,dog:visual:yes:1,visual,Does it have four legs?,dog,dog_1.wav,mask,prompt,,,yes,no,21.7210385017,0
PVW233,233,2015_Dec_04_1454,LL-Jerry,0,practice,3,,,----------,grasshopper,grasshopper_3.wav,nomask,word,grasshopper,grasshopper_1.wav,yes,timeout,1250.0,0
PVW233,233,2015_Dec_04_1454,LL-Jerry,0,practice,4,chicken:nonvisual:yes:4,nonvisual,Is it eaten by frying?,chicken,chicken_3.wav,mask,prompt,,,yes,yes,205.160747282,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,0,practice,5,,,----------,swan,swan_4.wav,mask,word,swan,swan_3.wav,yes,yes,409.055554308,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,0,practice,6,dog:nonvisual:no:5,nonvisual,Does it lay eggs?,dog,dog_1.wav,nomask,prompt,,,no,no,218.276912812,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,0,practice,7,chair:nonvisual:yes:6,nonvisual,Is it used in circuses?,chair,chair_4.wav,nomask,prompt,,,yes,yes,83.8510191534,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,9,rabbit:visual:no:3,visual,Does it have a seat?,rabbit,rabbit_1.wav,mask,prompt,,,no,no,220.691642025,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,10,lion:visual:yes:1,visual,Does it have a mane?,lion,lion_1.wav,nomask,prompt,,,yes,yes,678.527988261,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,11,tiger:visual:yes:4,visual,Does it have whiskers?,tiger,tiger_3.wav,mask,prompt,,,yes,no,394.42762197,0
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,12,deer:nonvisual:no:2,nonvisual,Is it smelly?,deer,deer_3.wav,nomask,prompt,,,no,timeout,1250.0,0
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,13,giraffe:visual:yes:2,visual,Is it tall?,giraffe,giraffe_4.wav,mask,prompt,,,yes,yes,82.8184215352,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,14,,,----------,bottle,bottle_3.wav,mask,word,bottle,bottle_2.wav,yes,yes,969.050880987,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,15,chicken:visual:yes:4,visual,Does it have legs?,chicken,chicken_4.wav,nomask,prompt,,,yes,yes,648.539127316,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,16,grasshopper:visual:no:5,visual,Does it have long legs?,grasshopper,grasshopper_2.wav,nomask,prompt,,,no,no,269.150427775,1
PVW233,233,2015_Dec_04_1454,LL-Jerry,1,test,17,,,----------,swan,swan_1.wav,mask,word,rabbit,rabbit_3.wav,no,no,1058.68201354,1
