subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW232,232,2015_Dec_04_1453,LL-ELAINE,0,practice,0,pineapple:nonvisual:no:1,nonvisual,Is it an animal?,pineapple,pineapple_2.wav,nomask,prompt,,,no,no,400.874037878,1
PVW232,232,2015_Dec_04_1453,LL-ELAINE,0,practice,1,,,----------,raccoon,raccoon_2.wav,nomask,word,raccoon,raccoon_1.wav,yes,timeout,1250.0,0
PVW232,232,2015_Dec_04_1453,LL-ELAINE,0,practice,2,alligator:nonvisual:no:5,nonvisual,Is it a pet?,alligator,alligator_2.wav,nomask,prompt,,,no,no,204.904995626,1
PVW232,232,2015_Dec_04_1453,LL-ELAINE,0,practice,3,,,----------,lion,lion_2.wav,nomask,word,lion,lion_4.wav,yes,no,861.007304164,0
PVW232,232,2015_Dec_04_1453,LL-ELAINE,0,practice,4,donkey:nonvisual:yes:5,nonvisual,Does it make noises?,donkey,donkey_2.wav,mask,prompt,,,yes,yes,543.813763885,1
PVW232,232,2015_Dec_04_1453,LL-ELAINE,0,practice,5,zebra:nonvisual:yes:1,nonvisual,Is it an animal?,zebra,zebra_4.wav,nomask,prompt,,,yes,yes,514.620912494,1
PVW232,232,2015_Dec_04_1453,LL-ELAINE,0,practice,6,,,----------,pineapple,pineapple_3.wav,mask,word,mouse,mouse_1.wav,no,timeout,1250.0,0
PVW232,232,2015_Dec_04_1453,LL-ELAINE,0,practice,7,,,----------,dog,dog_2.wav,mask,word,dog,dog_4.wav,yes,yes,1016.7320664,1
PVW232,232,2015_Dec_04_1453,LL-ELAINE,1,test,9,,,----------,deer,deer_3.wav,mask,word,deer,deer_1.wav,yes,yes,203.53597065,1
PVW232,232,2015_Dec_04_1453,LL-ELAINE,1,test,10,swan:visual:yes:4,visual,Does it have wings?,swan,swan_3.wav,nomask,prompt,,,yes,yes,304.531418602,1
PVW232,232,2015_Dec_04_1453,LL-ELAINE,1,test,11,pig:nonvisual:yes:5,nonvisual,Does it like mud?,pig,pig_2.wav,mask,prompt,,,yes,yes,560.585521511,1
