subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW236,236,2015_Dec_04_1528,LL-ELAINE,0,practice,0,giraffe:nonvisual:no:1,nonvisual,Is it eaten by frying?,giraffe,giraffe_1.wav,mask,prompt,,,no,yes,685.741685447,0
PVW236,236,2015_Dec_04_1528,LL-ELAINE,0,practice,1,grasshopper:visual:no:5,visual,Does it have long legs?,grasshopper,grasshopper_3.wav,mask,prompt,,,no,yes,198.045466212,0
PVW236,236,2015_Dec_04_1528,LL-ELAINE,0,practice,2,tiger:nonvisual:yes:5,nonvisual,Does it live in India?,tiger,tiger_4.wav,nomask,prompt,,,yes,yes,459.316716646,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,0,practice,3,zebra:visual:yes:1,visual,Does it have stripes?,zebra,zebra_4.wav,nomask,prompt,,,yes,yes,1235.84841948,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,0,practice,4,tiger:nonvisual:yes:5,nonvisual,Does it live in India?,tiger,tiger_4.wav,nomask,prompt,,,yes,yes,359.544972889,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,0,practice,5,elephant:nonvisual:no:1,nonvisual,Is it a rodent?,elephant,elephant_4.wav,mask,prompt,,,no,no,165.478545707,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,0,practice,6,,,----------,tiger,tiger_2.wav,mask,word,tiger,tiger_1.wav,yes,timeout,1250.0,0
PVW236,236,2015_Dec_04_1528,LL-ELAINE,0,practice,7,rabbit:nonvisual:yes:2,nonvisual,Is it a pet?,rabbit,rabbit_4.wav,nomask,prompt,,,yes,yes,190.991002019,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,9,,,----------,pig,pig_1.wav,nomask,word,pig,pig_2.wav,yes,yes,811.507620849,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,10,camel:visual:yes:2,visual,Is it brown?,camel,camel_2.wav,nomask,prompt,,,yes,yes,163.359869854,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,11,,,----------,pineapple,pineapple_4.wav,mask,word,pineapple,pineapple_3.wav,yes,yes,940.662349458,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,12,bottle:nonvisual:yes:2,nonvisual,Is it used for holding liquids?,bottle,bottle_1.wav,mask,prompt,,,yes,yes,1022.984065,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,13,raccoon:visual:yes:5,visual,Does it have a mask?,raccoon,raccoon_3.wav,mask,prompt,,,yes,no,176.961135701,0
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,14,table:visual:no:4,visual,Does it have a skin?,table,table_1.wav,nomask,prompt,,,no,no,89.9366573431,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,15,zebra:visual:yes:2,visual,Does it have four legs?,zebra,zebra_1.wav,nomask,prompt,,,yes,yes,342.852917616,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,16,table:nonvisual:yes:2,nonvisual,Is it found in kitchens?,table,table_3.wav,mask,prompt,,,yes,yes,26.9733470632,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,17,dog:nonvisual:yes:3,nonvisual,Is it a pet?,dog,dog_2.wav,mask,prompt,,,yes,yes,62.685792218,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,18,,,----------,giraffe,giraffe_3.wav,nomask,word,giraffe,giraffe_2.wav,yes,yes,612.701300648,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,19,dog:visual:no:2,visual,Is it pink?,dog,dog_4.wav,nomask,prompt,,,no,no,831.892554648,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,20,mouse:nonvisual:yes:3,nonvisual,Does it eat?,mouse,mouse_4.wav,nomask,prompt,,,yes,yes,122.074977262,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,21,lion:nonvisual:no:3,nonvisual,Does it waddle?,lion,lion_1.wav,mask,prompt,,,no,no,262.692770222,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,22,,,----------,tiger,tiger_1.wav,nomask,word,tiger,tiger_2.wav,yes,yes,831.594550866,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,23,,,----------,giraffe,giraffe_2.wav,nomask,word,giraffe,giraffe_1.wav,yes,yes,883.965761866,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,24,chicken:visual:yes:3,visual,Does it have a beak?,chicken,chicken_1.wav,mask,prompt,,,yes,no,510.948519572,0
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,25,donkey:visual:no:4,visual,Is it small?,donkey,donkey_4.wav,mask,prompt,,,no,no,145.207884023,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,26,mouse:nonvisual:yes:5,nonvisual,Does it eat cheese?,mouse,mouse_3.wav,mask,prompt,,,yes,yes,716.846434632,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,27,strawberry:nonvisual:no:4,nonvisual,Does it eat?,strawberry,strawberry_3.wav,nomask,prompt,,,no,no,387.451062212,1
PVW236,236,2015_Dec_04_1528,LL-ELAINE,1,test,28,apple:visual:yes:5,visual,Does it have a core?,apple,apple_2.wav,mask,prompt,,,yes,yes,290.449057589,1
