subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,correct_response,response,rt,is_correct
PVW107,107,2015_Dec_01_1508,LL-ELAINE,0,practice,0,rabbit:nonvisual:yes:2,nonvisual,Is it a pet?,rabbit,rabbit_3.wav,mask,prompt,,yes,timeout,1250.0,0
PVW107,107,2015_Dec_01_1508,LL-ELAINE,0,practice,1,dog:nonvisual:yes:2,nonvisual,Is it an animal?,dog,dog_1.wav,nomask,word,dog,yes,timeout,1250.0,0
PVW107,107,2015_Dec_01_1508,LL-ELAINE,0,practice,2,penguin:visual:yes:4,visual,Does it have wings?,penguin,penguin_3.wav,nomask,prompt,,yes,yes,252.205980476,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,0,practice,3,strawberry:visual:no:1,visual,Does it have four legs?,strawberry,strawberry_3.wav,nomask,prompt,,no,no,53.2789862482,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,0,practice,4,tiger:visual:no:4,visual,Is it yellow inside?,tiger,tiger_1.wav,nomask,prompt,,no,no,270.56538465,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,0,practice,5,raccoon:nonvisual:yes:2,nonvisual,Is it furry?,raccoon,raccoon_2.wav,nomask,prompt,,yes,yes,108.442022582,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,0,practice,6,penguin:visual:yes:1,visual,Is it black?,penguin,penguin_3.wav,nomask,prompt,,yes,yes,252.622097498,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,0,practice,7,chair:nonvisual:yes:1,nonvisual,Is it used for sitting on?,chair,chair_1.wav,mask,prompt,,yes,yes,101.000889554,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,1,test,9,donkey:visual:yes:3,visual,Does it have a tail?,donkey,donkey_1.wav,nomask,prompt,,yes,yes,55.7167920051,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,1,test,10,grasshopper:nonvisual:yes:2,nonvisual,Does it live in grass?,grasshopper,grasshopper_3.wav,nomask,prompt,,yes,timeout,1250.0,0
PVW107,107,2015_Dec_01_1508,LL-ELAINE,1,test,11,deer:visual:yes:1,visual,Does it have antlers?,deer,deer_3.wav,nomask,word,deer,yes,yes,677.953894832,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,1,test,12,donkey:visual:yes:4,visual,Does it have hooves?,donkey,donkey_2.wav,mask,prompt,,yes,yes,203.967771959,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,1,test,13,apple:visual:yes:3,visual,Does it have seeds?,apple,apple_3.wav,mask,word,apple,yes,yes,165.345068322,1
PVW107,107,2015_Dec_01_1508,LL-ELAINE,1,test,14,chair:nonvisual:yes:2,nonvisual,Is it furniture?,chair,chair_4.wav,nomask,prompt,,yes,yes,24.8114590067,1
