subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,correct_response,response,rt,is_correct
PVW103,103,2015_Dec_01_1421,LL-ELAINE,0,practice,0,donkey:nonvisual:yes:4,nonvisual,Is it furry?,donkey,donkey_1.wav,nomask,prompt,,yes,yes,1135.63719206,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,0,practice,1,zebra:visual:no:2,visual,Does it have antennae?,zebra,zebra_2.wav,nomask,prompt,,no,no,188.955229358,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,0,practice,2,elephant:visual:yes:4,visual,Does it have a tail?,elephant,elephant_1.wav,nomask,word,elephant,yes,yes,338.253543945,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,0,practice,3,mouse:visual:no:2,visual,Is it large?,mouse,mouse_1.wav,nomask,prompt,,no,no,166.169940261,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,0,practice,4,alligator:nonvisual:no:1,nonvisual,Is it a mammal?,alligator,alligator_2.wav,mask,prompt,,no,no,502.321773092,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,0,practice,5,chicken:visual:yes:4,visual,Does it have legs?,chicken,chicken_4.wav,mask,prompt,,yes,timeout,1250.0,0
PVW103,103,2015_Dec_01_1421,LL-ELAINE,0,practice,6,bottle:visual:yes:2,visual,Is it made of plastic?,bottle,camel_4.wav,nomask,prompt,,yes,no,261.799719068,0
PVW103,103,2015_Dec_01_1421,LL-ELAINE,0,practice,7,elephant:nonvisual:yes:4,nonvisual,Is it used in circuses?,elephant,zebra_4.wav,nomask,word,elephant,yes,yes,19.7777231224,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,9,chair:nonvisual:yes:5,nonvisual,Is it found at tables?,chair,chair_3.wav,mask,prompt,,yes,yes,853.07067167,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,10,zebra:visual:yes:2,visual,Does it have four legs?,zebra,grasshopper_2.wav,mask,prompt,,yes,no,689.496021485,0
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,11,chicken:nonvisual:yes:4,nonvisual,Is it eaten by frying?,chicken,chicken_3.wav,nomask,prompt,,yes,yes,375.656704651,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,12,deer:nonvisual:yes:2,nonvisual,Is it fast?,deer,deer_3.wav,nomask,prompt,,yes,yes,124.966670643,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,13,mouse:nonvisual:yes:5,nonvisual,Does it eat cheese?,mouse,mouse_1.wav,mask,word,mouse,yes,yes,80.8374580229,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,14,lion:visual:yes:4,visual,Does it have teeth?,lion,lion_1.wav,nomask,prompt,,yes,no,647.402581293,0
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,15,giraffe:visual:yes:3,visual,Does it have long legs?,giraffe,giraffe_2.wav,mask,word,giraffe,yes,yes,562.756692176,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,16,grasshopper:visual:no:2,visual,Does it have teeth?,grasshopper,grasshopper_2.wav,nomask,prompt,,no,no,258.960200357,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,17,swan:visual:yes:2,visual,Does it have a beak?,swan,swan_4.wav,nomask,word,swan,yes,yes,996.580158127,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,18,penguin:visual:yes:4,visual,Does it have wings?,penguin,penguin_4.wav,mask,prompt,,yes,no,503.228588146,0
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,19,lion:visual:no:2,visual,Does it have long legs?,lion,lion_2.wav,mask,prompt,,no,no,279.833591543,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,20,apple:visual:yes:3,visual,Does it have seeds?,apple,apple_4.wav,nomask,prompt,,yes,yes,282.097908552,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,21,strawberry:nonvisual:no:2,nonvisual,Is it an insect?,strawberry,strawberry_1.wav,nomask,word,zebra,no,no,217.680749251,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,22,pineapple:nonvisual:no:5,nonvisual,Is it a pet?,pineapple,pineapple_2.wav,mask,prompt,,no,no,227.317379904,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,23,tiger:nonvisual:yes:4,nonvisual,Does it live in zoos?,tiger,tiger_1.wav,mask,word,tiger,yes,yes,277.220056509,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,24,chair:nonvisual:no:5,nonvisual,Is it an animal?,chair,chair_3.wav,mask,word,camel,no,no,270.511609502,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,25,penguin:nonvisual:yes:1,nonvisual,Is it a bird?,penguin,penguin_3.wav,nomask,word,penguin,yes,yes,966.807943769,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,26,apple:visual:yes:4,visual,Is it round?,apple,apple_1.wav,nomask,word,apple,yes,yes,608.026065631,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,27,penguin:nonvisual:yes:2,nonvisual,Is it unable to fly?,penguin,penguin_3.wav,nomask,word,penguin,yes,yes,355.29385705,1
PVW103,103,2015_Dec_01_1421,LL-ELAINE,1,test,28,dog:nonvisual:yes:2,nonvisual,Is it an animal?,dog,dog_1.wav,mask,word,dog,yes,yes,390.942284255,1
