subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW221,221,2015_Dec_04_1010,LL-Kramer,0,practice,0,,,----------,bottle,bottle_4.wav,mask,word,alligator,alligator_3.wav,no,timeout,1250.0,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,0,practice,1,,,----------,chicken,chicken_4.wav,mask,word,tiger,tiger_4.wav,no,timeout,1250.0,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,0,practice,2,pig:nonvisual:yes:2,nonvisual,Does it live on farms?,pig,pig_3.wav,nomask,prompt,,,yes,timeout,1250.0,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,0,practice,3,chair:visual:yes:4,visual,Does it have a seat?,chair,chair_2.wav,nomask,prompt,,,yes,yes,246.362370439,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,0,practice,4,penguin:nonvisual:yes:1,nonvisual,Is it a bird?,penguin,penguin_2.wav,nomask,prompt,,,yes,yes,309.543075971,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,0,practice,5,giraffe:nonvisual:yes:4,nonvisual,Is it a mammal?,giraffe,giraffe_3.wav,nomask,prompt,,,yes,yes,144.719683565,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,0,practice,6,chair:visual:yes:4,visual,Does it have a seat?,chair,chair_2.wav,nomask,prompt,,,yes,timeout,1250.0,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,0,practice,7,lion:visual:no:4,visual,Is it yellow inside?,lion,lion_4.wav,nomask,prompt,,,no,no,397.316390648,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,9,,,----------,dog,dog_3.wav,nomask,word,dog,dog_4.wav,yes,timeout,1250.0,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,10,camel:visual:yes:1,visual,Does it have a hump?,camel,camel_4.wav,nomask,prompt,,,yes,yes,240.647535771,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,11,strawberry:nonvisual:yes:3,nonvisual,Is it used for making jam?,strawberry,strawberry_1.wav,nomask,prompt,,,yes,yes,281.821294688,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,12,penguin:nonvisual:yes:3,nonvisual,Does it live in the Arctic?,penguin,penguin_2.wav,mask,prompt,,,yes,yes,71.402781643,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,13,pig:visual:no:4,visual,Does it have feathers?,pig,pig_4.wav,mask,prompt,,,no,no,173.853687942,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,14,zebra:visual:no:1,visual,Is it red?,zebra,zebra_2.wav,nomask,prompt,,,no,no,756.355168298,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,15,raccoon:nonvisual:yes:1,nonvisual,Does it eat garbage?,raccoon,raccoon_2.wav,nomask,prompt,,,yes,yes,11.2372962758,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,16,deer:nonvisual:yes:4,nonvisual,Is it an herbivore?,deer,deer_1.wav,nomask,prompt,,,yes,yes,109.094954096,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,17,table:visual:no:2,visual,Does it have a nose?,table,table_2.wav,nomask,prompt,,,no,no,50.2507882193,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,18,mouse:visual:yes:3,visual,Does it have fur?,mouse,mouse_1.wav,mask,prompt,,,yes,timeout,1250.0,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,19,apple:visual:yes:5,visual,Does it have a core?,apple,apple_2.wav,mask,prompt,,,yes,timeout,1250.0,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,20,grasshopper:visual:no:2,visual,Does it have teeth?,grasshopper,grasshopper_3.wav,nomask,prompt,,,no,no,523.492789827,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,21,penguin:nonvisual:yes:5,nonvisual,Does it waddle?,penguin,penguin_1.wav,mask,prompt,,,yes,yes,391.006833874,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,22,swan:nonvisual:yes:2,nonvisual,Is it a bird?,swan,swan_1.wav,mask,prompt,,,yes,yes,103.542403318,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,23,bottle:visual:no:2,visual,Does it have seeds?,bottle,bottle_2.wav,mask,prompt,,,no,yes,133.771426044,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,24,,,----------,chicken,chicken_4.wav,nomask,word,chicken,chicken_1.wav,yes,no,806.11366313,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,25,,,----------,strawberry,strawberry_3.wav,nomask,word,strawberry,strawberry_1.wav,yes,yes,728.769425303,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,26,chair:nonvisual:no:3,nonvisual,Is it a root?,chair,chair_4.wav,mask,prompt,,,no,no,181.949330494,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,27,rabbit:visual:yes:4,visual,Does it have a tail?,rabbit,rabbit_4.wav,nomask,prompt,,,yes,yes,40.1465995237,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,28,zebra:nonvisual:yes:3,nonvisual,Does it live in Africa?,zebra,zebra_1.wav,mask,prompt,,,yes,yes,102.667605504,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,29,,,----------,mouse,mouse_1.wav,nomask,word,mouse,mouse_3.wav,yes,no,563.879774883,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,30,tiger:visual:yes:3,visual,Is it orange?,tiger,tiger_2.wav,nomask,prompt,,,yes,yes,201.999263838,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,31,grasshopper:nonvisual:no:1,nonvisual,Does it require a conductor?,grasshopper,grasshopper_4.wav,mask,prompt,,,no,no,97.5145241246,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,32,,,----------,tiger,tiger_3.wav,nomask,word,strawberry,strawberry_4.wav,no,yes,212.699774653,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,33,alligator:visual:yes:2,visual,Is it long?,alligator,alligator_1.wav,nomask,prompt,,,yes,no,336.543379351,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,34,raccoon:nonvisual:no:1,nonvisual,Does it hop?,raccoon,raccoon_1.wav,nomask,prompt,,,no,no,101.730390452,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,35,,,----------,dog,dog_3.wav,nomask,word,dog,dog_1.wav,yes,yes,676.878190599,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,36,apple:nonvisual:yes:5,nonvisual,Is it used for cider?,apple,apple_1.wav,nomask,prompt,,,yes,yes,192.899188027,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,37,,,----------,deer,deer_1.wav,nomask,word,deer,deer_3.wav,yes,yes,604.596449994,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,38,camel:nonvisual:yes:3,nonvisual,Is it used by riding?,camel,camel_4.wav,mask,prompt,,,yes,yes,237.514523789,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,39,deer:visual:yes:1,visual,Does it have antlers?,deer,deer_3.wav,nomask,prompt,,,yes,yes,128.301777877,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,40,lion:visual:yes:2,visual,Does it have fur?,lion,lion_1.wav,mask,prompt,,,yes,yes,109.809068032,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,41,,,----------,donkey,donkey_4.wav,nomask,word,donkey,donkey_3.wav,yes,yes,423.604820855,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,42,elephant:visual:yes:3,visual,Does it have four legs?,elephant,elephant_3.wav,nomask,prompt,,,yes,yes,250.20341482,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,43,camel:nonvisual:yes:2,nonvisual,Does it drink water?,camel,camel_4.wav,mask,prompt,,,yes,yes,241.314917803,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,44,donkey:nonvisual:no:3,nonvisual,Is it furniture?,donkey,donkey_2.wav,nomask,prompt,,,no,no,95.851031132,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,45,chair:nonvisual:yes:1,nonvisual,Is it used for sitting on?,chair,chair_2.wav,mask,prompt,,,yes,yes,183.046909049,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,46,pig:visual:yes:1,visual,Is it pink?,pig,pig_1.wav,nomask,prompt,,,yes,yes,279.551237822,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,47,pineapple:visual:yes:3,visual,Does it have skin?,pineapple,pineapple_2.wav,nomask,prompt,,,yes,yes,398.043627851,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,48,alligator:nonvisual:yes:6,nonvisual,Is it found in summer?,alligator,alligator_3.wav,nomask,prompt,,,yes,yes,244.260039181,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,49,,,----------,grasshopper,grasshopper_1.wav,mask,word,grasshopper,grasshopper_3.wav,yes,no,503.825680353,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,50,mouse:nonvisual:no:1,nonvisual,Is it a fruit?,mouse,mouse_1.wav,mask,prompt,,,no,no,124.626538716,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,51,,,----------,swan,swan_1.wav,mask,word,swan,swan_2.wav,yes,yes,656.131427735,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,52,camel:visual:yes:4,visual,Is it large?,camel,camel_3.wav,nomask,prompt,,,yes,timeout,1250.0,0
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,53,donkey:nonvisual:yes:1,nonvisual,Is it an animal?,donkey,donkey_2.wav,mask,prompt,,,yes,yes,385.2212606,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,54,bottle:nonvisual:yes:3,nonvisual,Is it a container?,bottle,bottle_1.wav,mask,prompt,,,yes,yes,257.862458006,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,55,,,----------,table,table_4.wav,nomask,word,table,table_3.wav,yes,yes,231.543619186,1
PVW221,221,2015_Dec_04_1010,LL-Kramer,1,test,56,strawberry:nonvisual:yes:4,nonvisual,Does it taste good?,strawberry,strawberry_1.wav,nomask,prompt,,,yes,no,241.184322163,0
