subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW302,302,2015_Dec_08_1602,LL-George,0,practice,0,,,----------,strawberry,strawberry_4.wav,nomask,word,elephant,elephant_1.wav,no,timeout,2000.0,0
PVW302,302,2015_Dec_08_1602,LL-George,0,practice,1,,,----------,pineapple,pineapple_4.wav,nomask,word,pineapple,pineapple_2.wav,yes,no,194.358749476,0
PVW302,302,2015_Dec_08_1602,LL-George,0,practice,2,strawberry:nonvisual:yes:3,nonvisual,Is it used for making jam?,strawberry,strawberry_3.wav,mask,prompt,,,yes,yes,409.762077763,1
PVW302,302,2015_Dec_08_1602,LL-George,0,practice,3,,,----------,chicken,chicken_2.wav,mask,word,penguin,penguin_4.wav,no,no,403.662459628,1
PVW302,302,2015_Dec_08_1602,LL-George,0,practice,4,,,----------,elephant,elephant_2.wav,nomask,word,elephant,elephant_3.wav,yes,no,188.630434713,0
PVW302,302,2015_Dec_08_1602,LL-George,0,practice,5,table:visual:yes:3,visual,Does it have legs?,table,table_3.wav,nomask,prompt,,,yes,yes,530.731115543,1
PVW302,302,2015_Dec_08_1602,LL-George,0,practice,6,,,----------,alligator,alligator_4.wav,nomask,word,raccoon,raccoon_4.wav,no,yes,831.352088421,0
PVW302,302,2015_Dec_08_1602,LL-George,0,practice,7,chicken:visual:yes:1,visual,Does it have feathers?,chicken,chicken_3.wav,mask,prompt,,,yes,yes,507.852426115,1
PVW302,302,2015_Dec_08_1602,LL-George,1,test,9,lion:nonvisual:no:4,nonvisual,Does it lay eggs?,lion,lion_4.wav,mask,prompt,,,no,no,344.218070311,1
PVW302,302,2015_Dec_08_1602,LL-George,1,test,10,apple:nonvisual:yes:2,nonvisual,Does it grow on trees?,apple,apple_3.wav,mask,prompt,,,yes,yes,144.403081817,1
PVW302,302,2015_Dec_08_1602,LL-George,1,test,11,elephant:visual:yes:5,visual,Does it have large ears?,elephant,elephant_4.wav,nomask,prompt,,,yes,yes,188.701494496,1
PVW302,302,2015_Dec_08_1602,LL-George,1,test,12,zebra:visual:yes:2,visual,Does it have four legs?,zebra,zebra_3.wav,mask,prompt,,,yes,yes,145.590292337,1
PVW302,302,2015_Dec_08_1602,LL-George,1,test,13,raccoon:visual:yes:4,visual,Does it have stripes?,raccoon,raccoon_4.wav,mask,prompt,,,yes,yes,234.326676547,1
