subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW207,206,2015_Dec_03_1504,LL-Kramer,0,practice,0,,,----------,bottle,bottle_4.wav,mask,word,bottle,bottle_1.wav,yes,timeout,1250.0,0
PVW207,206,2015_Dec_03_1504,LL-Kramer,0,practice,1,deer:visual:yes:5,visual,Does it have a white tail?,deer,deer_1.wav,nomask,prompt,,,yes,yes,263.893539086,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,0,practice,2,alligator:visual:no:5,visual,Is it made of metal?,alligator,alligator_1.wav,mask,prompt,,,no,no,290.463325568,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,0,practice,3,zebra:nonvisual:yes:2,nonvisual,Does it run fast?,zebra,zebra_1.wav,mask,prompt,,,yes,yes,230.954339728,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,0,practice,4,,,----------,pig,pig_4.wav,mask,word,pig,pig_2.wav,yes,yes,855.081542395,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,0,practice,5,,,----------,strawberry,strawberry_3.wav,nomask,word,alligator,alligator_1.wav,no,no,1134.96887125,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,0,practice,6,tiger:nonvisual:no:5,nonvisual,Is it used for relaxing?,tiger,tiger_4.wav,nomask,prompt,,,no,no,384.218107909,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,0,practice,7,apple:visual:no:2,visual,Does it have pockets?,apple,apple_1.wav,mask,prompt,,,no,timeout,1250.0,0
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,9,chair:nonvisual:yes:3,nonvisual,Is it comfortable?,chair,chair_2.wav,nomask,prompt,,,yes,yes,1067.26085488,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,10,dog:nonvisual:yes:2,nonvisual,Is it an animal?,dog,dog_4.wav,nomask,prompt,,,yes,yes,588.379878551,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,11,swan:nonvisual:yes:4,nonvisual,Does it lay eggs?,swan,swan_2.wav,mask,prompt,,,yes,no,181.021718308,0
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,12,alligator:visual:yes:3,visual,Does it have scales?,alligator,alligator_3.wav,nomask,prompt,,,yes,yes,322.900629602,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,13,,,----------,grasshopper,grasshopper_3.wav,mask,word,grasshopper,grasshopper_1.wav,yes,yes,1237.34551854,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,14,chicken:visual:yes:3,visual,Does it have a beak?,chicken,chicken_3.wav,nomask,prompt,,,yes,yes,275.933294557,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,15,apple:nonvisual:yes:4,nonvisual,Is it nutritious?,apple,apple_4.wav,nomask,prompt,,,yes,yes,430.082102306,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,16,,,----------,swan,swan_2.wav,nomask,word,dog,dog_1.wav,no,no,1148.97236042,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,17,tiger:nonvisual:no:1,nonvisual,Is it used for sitting on?,tiger,tiger_2.wav,nomask,prompt,,,no,no,249.870204367,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,18,raccoon:visual:no:1,visual,Does it have a mane?,raccoon,raccoon_2.wav,nomask,prompt,,,no,no,685.333610512,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,19,,,----------,pig,pig_1.wav,nomask,word,pig,pig_3.wav,yes,yes,921.843061224,1
PVW207,206,2015_Dec_03_1504,LL-Kramer,1,test,20,giraffe:nonvisual:yes:1,nonvisual,Does it eat leaves?,giraffe,giraffe_2.wav,mask,prompt,,,yes,no,162.493478507,0
