subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW213,213,2015_Dec_04_0855,LL-Kramer,0,practice,0,camel:nonvisual:no:1,nonvisual,Is it a bird?,camel,camel_4.wav,mask,prompt,,,no,no,588.401005603,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,0,practice,1,,,----------,dog,dog_4.wav,mask,word,dog,dog_3.wav,yes,timeout,1250.0,0
PVW213,213,2015_Dec_04_0855,LL-Kramer,0,practice,2,table:visual:yes:4,visual,Is it flat?,table,table_4.wav,nomask,prompt,,,yes,yes,369.213066064,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,0,practice,3,penguin:visual:no:1,visual,Is it red?,penguin,penguin_2.wav,nomask,prompt,,,no,no,227.401053533,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,0,practice,4,pig:visual:yes:1,visual,Is it pink?,pig,pig_4.wav,mask,prompt,,,yes,yes,459.918057546,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,0,practice,5,camel:nonvisual:yes:6,nonvisual,Does it eat?,camel,camel_2.wav,mask,prompt,,,yes,yes,284.615974873,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,0,practice,6,,,----------,camel,camel_3.wav,mask,word,camel,camel_4.wav,yes,yes,194.631499238,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,0,practice,7,tiger:nonvisual:yes:4,nonvisual,Does it live in zoos?,tiger,tiger_1.wav,nomask,prompt,,,yes,yes,1049.81386941,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,1,test,9,bottle:visual:yes:1,visual,Is it made of glass?,bottle,bottle_2.wav,mask,prompt,,,yes,yes,168.707008474,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,1,test,10,raccoon:nonvisual:yes:4,nonvisual,Does it produce offspring?,raccoon,raccoon_2.wav,mask,prompt,,,yes,yes,618.53816174,1
PVW213,213,2015_Dec_04_0855,LL-Kramer,1,test,11,,,----------,strawberry,strawberry_3.wav,nomask,word,strawberry,strawberry_2.wav,yes,no,925.059296191,0
PVW213,213,2015_Dec_04_0855,LL-Kramer,1,test,12,,,----------,camel,camel_3.wav,mask,word,camel,camel_4.wav,yes,yes,1116.94572959,1
