subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW235,235,2015_Dec_04_1524,LL-George,0,practice,0,tiger:visual:yes:1,visual,Does it have stripes?,tiger,tiger_1.wav,nomask,prompt,,,yes,yes,628.540563048,1
PVW235,235,2015_Dec_04_1524,LL-George,0,practice,1,rabbit:nonvisual:yes:5,nonvisual,Does it eat carrots?,rabbit,rabbit_2.wav,nomask,prompt,,,yes,yes,311.531776679,1
PVW235,235,2015_Dec_04_1524,LL-George,0,practice,2,deer:visual:no:4,visual,Does it have a cushion?,deer,deer_3.wav,mask,prompt,,,no,no,944.744650507,1
PVW235,235,2015_Dec_04_1524,LL-George,0,practice,3,deer:visual:no:1,visual,Is it yellow?,deer,deer_1.wav,nomask,prompt,,,no,timeout,1250.0,0
PVW235,235,2015_Dec_04_1524,LL-George,0,practice,4,penguin:nonvisual:yes:1,nonvisual,Is it a bird?,penguin,penguin_1.wav,nomask,prompt,,,yes,yes,282.640718273,1
PVW235,235,2015_Dec_04_1524,LL-George,0,practice,5,mouse:visual:yes:1,visual,Does it have a tail?,mouse,mouse_3.wav,nomask,prompt,,,yes,yes,284.279564046,1
PVW235,235,2015_Dec_04_1524,LL-George,0,practice,6,,,----------,bottle,bottle_4.wav,mask,word,bottle,bottle_1.wav,yes,timeout,1250.0,0
PVW235,235,2015_Dec_04_1524,LL-George,0,practice,7,donkey:visual:yes:4,visual,Does it have hooves?,donkey,donkey_4.wav,nomask,prompt,,,yes,yes,314.908375032,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,9,deer:visual:yes:2,visual,Does it have four legs?,deer,deer_2.wav,mask,prompt,,,yes,yes,428.121248959,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,10,pineapple:visual:yes:4,visual,Is it yellow inside?,pineapple,pineapple_3.wav,nomask,prompt,,,yes,yes,207.363602938,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,11,tiger:visual:yes:4,visual,Does it have whiskers?,tiger,tiger_3.wav,nomask,prompt,,,yes,yes,158.201750834,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,12,lion:nonvisual:yes:1,nonvisual,Is it an animal?,lion,lion_2.wav,nomask,prompt,,,yes,yes,60.3869853076,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,13,zebra:visual:yes:3,visual,Does it have hooves?,zebra,zebra_3.wav,mask,prompt,,,yes,yes,138.235360035,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,14,dog:visual:yes:4,visual,Does it have hair?,dog,dog_2.wav,mask,prompt,,,yes,yes,473.060832475,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,15,,,----------,chicken,chicken_2.wav,mask,word,bottle,bottle_1.wav,no,timeout,1250.0,0
PVW235,235,2015_Dec_04_1524,LL-George,1,test,16,pineapple:visual:yes:2,visual,Does it have an inside?,pineapple,pineapple_1.wav,mask,prompt,,,yes,yes,94.0425394801,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,17,,,----------,alligator,alligator_3.wav,nomask,word,alligator,alligator_1.wav,yes,yes,656.882031821,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,18,mouse:visual:no:3,visual,Does it have stripes?,mouse,mouse_4.wav,mask,prompt,,,no,no,281.400700915,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,19,,,----------,apple,apple_4.wav,mask,word,apple,apple_1.wav,yes,yes,530.98442778,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,20,,,----------,penguin,penguin_4.wav,nomask,word,penguin,penguin_3.wav,yes,yes,728.567770449,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,21,deer:visual:no:5,visual,Does it have large teeth?,deer,deer_1.wav,nomask,prompt,,,no,yes,414.720483939,0
PVW235,235,2015_Dec_04_1524,LL-George,1,test,22,,,----------,donkey,donkey_4.wav,mask,word,donkey,donkey_3.wav,yes,yes,588.649072568,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,23,table:visual:yes:1,visual,Is it made of wood?,table,table_1.wav,mask,prompt,,,yes,yes,100.823904038,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,24,donkey:visual:yes:3,visual,Does it have a tail?,donkey,donkey_3.wav,mask,prompt,,,yes,yes,12.9980954807,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,25,,,----------,camel,camel_1.wav,mask,word,camel,camel_2.wav,yes,yes,584.848678787,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,26,giraffe:visual:yes:1,visual,Does it have spots?,giraffe,giraffe_2.wav,mask,prompt,,,yes,yes,447.03711418,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,27,grasshopper:nonvisual:yes:1,nonvisual,Is it an insect?,grasshopper,grasshopper_4.wav,mask,prompt,,,yes,yes,101.261783158,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,28,strawberry:nonvisual:yes:1,nonvisual,Is it a fruit?,strawberry,strawberry_4.wav,mask,prompt,,,yes,timeout,1250.0,0
PVW235,235,2015_Dec_04_1524,LL-George,1,test,29,chicken:visual:yes:1,visual,Does it have feathers?,chicken,chicken_3.wav,nomask,prompt,,,yes,yes,173.955475911,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,30,elephant:visual:yes:3,visual,Does it have four legs?,elephant,elephant_1.wav,mask,prompt,,,yes,yes,665.031768614,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,31,giraffe:visual:yes:4,visual,Is it brown?,giraffe,giraffe_2.wav,nomask,prompt,,,yes,no,644.099034951,0
PVW235,235,2015_Dec_04_1524,LL-George,1,test,32,,,----------,swan,swan_3.wav,nomask,word,swan,swan_2.wav,yes,yes,706.492646015,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,33,mouse:nonvisual:no:2,nonvisual,Is it used for transportation?,mouse,mouse_2.wav,nomask,prompt,,,no,no,189.656066475,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,34,camel:visual:yes:5,visual,Is it beige?,camel,camel_2.wav,mask,prompt,,,yes,no,161.177600385,0
PVW235,235,2015_Dec_04_1524,LL-George,1,test,35,swan:visual:no:2,visual,Does it have a tail?,swan,swan_2.wav,mask,prompt,,,no,no,170.690267696,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,36,camel:nonvisual:no:4,nonvisual,Does it live on a farm?,camel,camel_3.wav,mask,prompt,,,no,no,117.556775454,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,37,dog:nonvisual:no:1,nonvisual,Does it hop?,dog,dog_1.wav,nomask,prompt,,,no,no,313.470543944,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,38,grasshopper:nonvisual:yes:2,nonvisual,Does it live in grass?,grasshopper,grasshopper_2.wav,mask,prompt,,,yes,yes,27.2214842262,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,39,camel:nonvisual:no:1,nonvisual,Is it a bird?,camel,camel_2.wav,mask,prompt,,,no,no,85.5496694567,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,40,,,----------,donkey,donkey_2.wav,nomask,word,donkey,donkey_1.wav,yes,yes,883.343629423,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,41,,,----------,strawberry,strawberry_4.wav,nomask,word,strawberry,strawberry_1.wav,yes,yes,825.622329256,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,42,,,----------,pig,pig_1.wav,mask,word,pig,pig_3.wav,yes,yes,688.465982676,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,43,raccoon:nonvisual:yes:4,nonvisual,Does it produce offspring?,raccoon,raccoon_3.wav,mask,prompt,,,yes,no,455.309124081,0
PVW235,235,2015_Dec_04_1524,LL-George,1,test,44,strawberry:nonvisual:yes:2,nonvisual,Does it taste sweet?,strawberry,strawberry_4.wav,nomask,prompt,,,yes,yes,774.890770321,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,45,,,----------,apple,apple_4.wav,mask,word,apple,apple_3.wav,yes,yes,668.799833511,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,46,rabbit:visual:yes:2,visual,Does it have feet?,rabbit,rabbit_3.wav,mask,prompt,,,yes,yes,417.231566971,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,47,zebra:visual:yes:4,visual,Does it have a mane?,zebra,zebra_4.wav,mask,prompt,,,yes,yes,224.892850849,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,48,penguin:visual:no:3,visual,Does it have four legs?,penguin,penguin_2.wav,mask,prompt,,,no,no,224.723524763,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,49,pineapple:nonvisual:yes:3,nonvisual,Does it grow on trees?,pineapple,pineapple_3.wav,nomask,prompt,,,yes,yes,636.244418449,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,50,,,----------,rabbit,rabbit_4.wav,mask,word,rabbit,rabbit_1.wav,yes,yes,740.82742515,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,51,bottle:visual:yes:4,visual,Does it have a neck?,bottle,bottle_2.wav,mask,prompt,,,yes,timeout,1250.0,0
PVW235,235,2015_Dec_04_1524,LL-George,1,test,52,,,----------,grasshopper,grasshopper_4.wav,mask,word,strawberry,strawberry_3.wav,no,no,797.016468481,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,53,raccoon:nonvisual:no:2,nonvisual,Is it used for protection?,raccoon,raccoon_4.wav,mask,prompt,,,no,no,591.556423344,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,54,,,----------,pig,pig_3.wav,mask,word,pig,pig_1.wav,yes,yes,739.985596039,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,55,alligator:visual:yes:4,visual,Does it have a tail?,alligator,alligator_2.wav,nomask,prompt,,,yes,no,1085.31504567,0
PVW235,235,2015_Dec_04_1524,LL-George,1,test,56,,,----------,chair,chair_2.wav,nomask,word,chair,chair_3.wav,yes,yes,869.200902642,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,57,penguin:visual:yes:4,visual,Does it have wings?,penguin,penguin_4.wav,mask,prompt,,,yes,yes,588.625065982,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,58,zebra:nonvisual:yes:4,nonvisual,Does it travel in herds?,zebra,zebra_2.wav,mask,prompt,,,yes,yes,284.643182997,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,59,lion:nonvisual:yes:3,nonvisual,Is it a mammal?,lion,lion_2.wav,mask,prompt,,,yes,yes,605.849271058,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,60,,,----------,deer,deer_4.wav,nomask,word,deer,deer_3.wav,yes,yes,793.837683857,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,61,table:nonvisual:yes:1,nonvisual,Is it used for eating on?,table,table_1.wav,mask,prompt,,,yes,yes,185.983067378,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,62,zebra:visual:yes:5,visual,Does it have jaws?,zebra,zebra_2.wav,nomask,prompt,,,yes,yes,313.409727416,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,63,bottle:visual:yes:2,visual,Is it made of plastic?,bottle,bottle_1.wav,nomask,prompt,,,yes,yes,460.732679232,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,64,,,----------,apple,apple_1.wav,mask,word,apple,apple_2.wav,yes,yes,682.231006795,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,65,pineapple:nonvisual:yes:4,nonvisual,Does it grow in Hawaii?,pineapple,pineapple_4.wav,nomask,prompt,,,yes,yes,478.200790589,1
PVW235,235,2015_Dec_04_1524,LL-George,1,test,66,dog:nonvisual:yes:3,nonvisual,Is it a pet?,dog,dog_1.wav,nomask,prompt,,,yes,yes,156.363490853,1
